ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Sigma_star,LBol
1170,202.4695,47.2139,4.0880000000000003e+37,2.1227000000000002e+36,3.7024e+36,5.9913e+35,0.6582,0.2362,0.029369,0.010038,0.011206,0.03186,555.0471832046225,855.0279367574483,2.216111147995705,775.6389017984968,5.646408839779005e+39
1171,202.4695,47.2145,3.1914000000000004e+37,1.6589000000000002e+36,3.2199000000000004e+36,4.1068e+35,0.8288,0.1986,0.034652999999999996,0.010487,0.010206,0.030777999999999996,555.0513645500026,861.5079082018193,1.54249940974235,539.8747934098225,4.408011049723757e+39
1172,202.4687,47.1767,9.534900000000001e+36,5.0519e+35,8.5735e+35,3.8377e+35,0.6468,1.0758,0.026866,0.0050325000000000005,0.005197600000000001,0.015449000000000001,560.660863295858,453.2660087743915,1.7238549566313115,603.349234820959,1.316975138121547e+39
1173,202.4687,47.1772,1.2694000000000002e+37,6.6703e+35,1.5417000000000002e+36,5.2534e+35,1.1218,0.6362,0.026910000000000003,0.0049234,0.0050233000000000005,0.015597999999999999,560.6642924384006,458.66598414491193,2.0044625029114265,701.5618760189992,1.7533149171270722e+39
1174,202.4687,47.1778,1.2488000000000002e+37,6.5646e+35,1.6108e+36,5.5202e+35,1.2168,0.6765,0.022802,0.003992900000000001,0.0041656,0.013285,560.6684074094346,465.1459545649548,2.2338464732915373,781.846265652038,1.724861878453039e+39
1175,202.4687,47.1783,1.5643e+37,8.1869e+35,2.0506e+36,4.7123e+35,1.2422,0.4048,0.023239,0.0037722000000000003,0.004148300000000001,0.013952,560.6718365519513,470.5459298956691,2.387327918598064,835.5647715093223,2.160635359116022e+39
1176,202.4687,47.1789,1.8579e+37,9.6999e+35,3.366e+36,3.4131e+35,1.7535,0.1379,0.023837999999999998,0.0035763000000000006,0.0047605,0.014913999999999998,560.6759515229571,477.02590027032113,2.333498674055034,816.7245359192619,2.566160220994475e+39
1177,202.4687,47.1795,8.946300000000001e+36,4.7526e+35,2.7267000000000003e+36,2.4721e+35,2.5752,0.1485,0.014244999999999999,0.0020648000000000003,0.0034361999999999995,0.009387999999999999,560.6800664939477,483.5058706223657,1.9881017959588263,695.8356285855892,1.2356767955801106e+39
1178,202.4687,47.1811,6.9083e+36,3.7198e+35,1.9236e+36,1.493e+35,2.4324,0.1008,0.013835,0.002646,0.004174000000000001,0.010869,560.6910397498608,500.78579146082734,1.909256873708324,668.2399057979134,9.541850828729282e+38
1179,202.4687,47.1867,4.4035e+36,2.4753e+35,6.0617e+35,5.6253e+35,1.3196,1.5671,0.023863,0.004707899999999999,0.007845399999999999,0.014866999999999998,560.7294461450406,561.2655135916309,2.256898078470248,789.9143274645869,6.0821823204419886e+38
1180,202.4687,47.1883,7.3369e+36,3.9356e+35,1.6847e+36,1.3101e+36,2.1278,1.5612,0.013743,0.0032592,0.0045426,0.0093302,560.7404194006922,578.5454340820203,3.4342163173120714,1201.975711059225,1.0133839779005525e+39
1181,202.4687,47.1889,1.6053e+37,8.3978e+35,3.0643e+36,1.9248000000000002e+36,1.8359,0.9641,0.015936000000000002,0.0032381,0.0046815,0.010884999999999999,560.7445343716216,585.0254042638569,4.349021381530531,1522.157483535686,2.217265193370166e+39
1182,202.4687,47.1895,2.098e+37,1.0938e+36,5.4947e+36,2.0802000000000002e+36,2.3356,0.7985,0.015616,0.0026708,0.0042867,0.010708,560.7486493425163,591.5053744462941,5.0239829249062335,1758.3940237171817,2.897790055248619e+39
1183,202.4687,47.19,2.3588e+37,1.2283e+36,6.3069e+36,2.4390000000000003e+36,2.3683,0.9198,0.014792,0.0022369,0.004254600000000001,0.010281,560.7520784849004,596.9053496006046,5.587022714354552,1955.4579500240932,3.258011049723757e+39
1184,202.4687,47.1906,3.2959000000000004e+37,1.7127e+36,8.231500000000001e+36,3.1603e+36,2.2606,0.8971,0.017122,0.0024105,0.0046996,0.011989,560.7561934557908,603.3853197886715,6.638981880220838,2323.6436580772934,4.552348066298343e+39
1185,202.4687,47.1911,3.6952e+37,1.9192e+36,1.0809e+37,4.0977e+36,2.5102,0.8320000000000001,0.01775,0.0023744,0.0046493,0.012425,560.7596225982046,608.7852949489866,7.867049343325185,2753.4672701638146,5.103867403314917e+39
1186,202.4687,47.1917,4.280700000000001e+37,2.2222e+36,1.1517e+37,5.3911e+36,2.3781,1.3617,0.01944,0.0024818,0.0057074,0.013753999999999999,560.7637375690962,615.2652651473952,8.921850399399588,3122.647639789856,5.912569060773482e+39
1187,202.4687,47.1922,4.6477e+37,2.4122000000000003e+36,1.197e+37,6.4306e+36,2.3091,1.3256,0.020246,0.0025455,0.0068428,0.015135,560.7671667115126,620.6652403184257,9.906912164619623,3467.419257616868,6.419475138121548e+39
1188,202.4687,47.1928,5.1677e+37,2.6813e+36,1.4545000000000002e+37,7.967100000000001e+36,2.4494,1.7919999999999998,0.020582,0.0027668000000000002,0.0077378,0.017228999999999998,560.7712816824138,627.1452105319031,11.879015482444894,4157.655418855713,7.137707182320443e+39
1189,202.4687,47.1933,6.060900000000001e+37,3.1435000000000005e+36,1.7473e+37,9.6627e+36,2.4873,0.7340000000000001,0.020401,0.0031958000000000004,0.010048,0.020188,560.7747108248402,632.5451857173132,13.39600557300147,4688.601950550515,8.371408839779006e+39
1190,202.4687,47.1939,9.606e+37,4.9789e+36,2.1887e+37,1.2214e+37,2.1156,0.7516,0.025181,0.0044621,0.017736000000000002,0.028682999999999997,560.7788257957563,639.025155950458,16.587072886874974,5805.4755104062415,1.3267955801104972e+40
1191,202.4687,47.1945,1.2328e+38,6.388400000000001e+36,3.0737000000000003e+37,1.6924000000000001e+37,2.2579,0.7393,0.026585,0.0044783,0.019438999999999998,0.0322,560.7829407666811,645.5051261962643,23.90228138745215,8365.798485608251,1.7027624309392264e+40
1192,202.4687,47.195,1.5636000000000002e+38,8.1012e+36,4.941500000000001e+37,2.3877000000000003e+37,2.6324,1.1642,0.030056,0.004211100000000001,0.017141,0.037176999999999995,560.786369909123,650.9051014123003,31.707932486644754,11097.776370325664,2.159668508287293e+40
1193,202.4687,47.1956,2.1293e+38,1.1030000000000001e+37,5.6124e+37,2.4359000000000002e+37,2.3458,0.8506,0.040444,0.0047451,0.025969,0.049769,560.7904848800645,657.3850716853605,27.316896320830182,9560.913712290563,2.941022099447514e+40
1194,202.4687,47.1961,1.3886e+38,7.195300000000001e+36,3.9779000000000003e+37,1.8115000000000002e+37,2.4772,1.0202,0.030336000000000002,0.0032917000000000003,0.026338999999999998,0.037701,560.7939140225227,662.7850469258723,20.76924699956856,7269.236449848995,1.9179558011049724e+40
1195,202.4687,47.1967,9.5905e+37,4.9705e+36,2.6158e+37,1.3493000000000002e+37,2.3997,1.4629,0.025932,0.0029839000000000003,0.022393,0.030357,560.7980289934853,669.2650172309873,15.826672893872216,5539.335512855276,1.3246546961325968e+40
1196,202.4687,47.1972,8.2626000000000005e+37,4.2833000000000004e+36,1.9743e+37,1.1194e+37,2.1907,0.7362,0.026858999999999997,0.003686,0.016113,0.027893,560.8014581359636,674.6649924999173,13.920507844162376,4872.177745456832,1.141243093922652e+40
1197,202.4687,47.1978,9.0873e+37,4.7103e+36,1.8212e+37,1.0122e+37,1.9128,0.7404,0.031218,0.0051015,0.012636,0.027905000000000003,560.8055731069478,681.1449628418762,12.929690584138944,4525.391704448631,1.2551519337016575e+40
1198,202.4687,47.1983,9.0202e+37,4.6754e+36,1.7362000000000002e+37,8.785700000000001e+36,1.8491,1.609,0.029501999999999997,0.005130399999999999,0.010570999999999999,0.024406999999999998,560.8090022494448,686.5449381436729,11.955794732501976,4184.528156375692,1.2458839779005525e+40
1199,202.4687,47.1989,7.2148e+37,3.7405e+36,1.5429e+37,6.9954e+36,2.0154,1.1728,0.021804,0.0037999,0.007223899999999999,0.018153,560.813117220456,693.0249085269777,10.309177262476279,3608.2120418666977,9.965193370165746e+39
1200,202.4687,47.1995,6.1572e+37,3.1932e+36,1.6412e+37,5.4912e+36,2.3634,0.6324,0.017158,0.0030050999999999997,0.00527,0.014863999999999999,560.8172321914833,699.5048789349535,9.700621827443367,3395.2176396051786,8.504419889502764e+39
1201,202.4687,47.2,4.9527e+37,2.5696e+36,1.3958e+37,4.2123e+36,2.4514,0.5727,0.013538999999999999,0.0024177,0.004611199999999999,0.012265,560.8206613340185,704.9048542947555,7.725471742824693,2703.9151099886426,6.840745856353592e+39
1202,202.4687,47.2006,5.774e+37,2.9945e+36,1.1983000000000001e+37,2.7658e+36,1.9680000000000002,0.4252,0.015212999999999999,0.0027788,0.0048933,0.014288999999999998,560.8247763050759,711.3848247517758,6.911556678094746,2419.044837333161,7.975138121546961e+39
1203,202.4687,47.2011,5.7622e+37,2.9887e+36,1.2533e+37,2.673e+36,2.0422,0.3405,0.016311000000000003,0.0030302,0.0053605,0.015646,560.8282054476376,716.7848001544724,6.54916302378431,2292.2070583245086,7.958839779005526e+39
1204,202.4687,47.2017,2.9894e+37,1.5541e+36,6.1374e+36,2.2797e+36,1.9509999999999998,0.802,0.011784000000000001,0.0022195,0.0055427,0.011533,560.8323204187291,723.2647706652087,4.671788151846203,1635.1258531461713,4.129005524861879e+39
1205,202.4687,47.2022,1.644e+37,8.5915e+35,2.777e+36,1.4701e+36,1.6428,1.9948,0.010333,0.0019657,0.00633,0.010332,560.8357495613217,728.6647461142874,3.5824377865944927,1253.8532253080725,2.270718232044199e+39
1206,202.4687,47.2028,2.1921000000000003e+37,1.1421000000000001e+36,3.256e+36,9.8285e+35,1.4397,0.5524,0.015738,0.0029299,0.0072932000000000006,0.015316,560.8398645324502,735.1447166834965,3.3882999658089736,1185.9049880331409,3.027762430939227e+39
1207,202.4687,47.2033,1.7019e+37,8.8907e+35,3.5626e+36,7.4911e+35,1.9817,0.3331,0.018201,0.003137,0.007287600000000001,0.01658,560.8432936750743,740.5446921835538,2.9868209377709087,1045.387328219818,2.3506906077348066e+39
1208,202.4687,47.2039,5.0094000000000005e+36,2.7701e+35,1.3717e+36,5.4589e+35,2.406,1.1502,0.014976,0.0023596999999999997,0.0068084999999999994,0.012376999999999999,560.8474086462433,747.0246628157597,2.3490564783616232,822.1697674265681,6.919060773480664e+38
1209,202.4687,47.2089,6.2337e+36,3.3807e+35,7.302e+35,1.5729e+35,1.0645,0.45299999999999996,0.018068,0.0040056,0.0077935,0.014806,560.8817000736408,801.0244196393685,1.6798926751755163,587.9624363114307,8.610082872928176e+38
1210,202.4687,47.2095,1.0273000000000001e+37,5.4291e+35,6.8365e+35,1.6026e+35,0.1713,0.5427,0.015418000000000001,0.004404,0.009258,0.015885,560.8858150450619,807.5043906673319,1.7125278560843489,599.3847496295222,1.418922651933702e+39
1211,202.4687,47.21,1.1792e+37,6.206e+35,1.2365e+36,2.3064e+35,0.8897,0.4311,0.011176,0.0036334,0.0068125,0.01385,560.8892441879359,812.9043665624533,1.7901307931000408,626.5457775850142,1.6287292817679558e+39
1212,202.4687,47.2111,1.2583e+37,6.6129e+35,3.6301000000000004e+36,2.5617e+35,2.4884,0.0802,0.006409899999999999,0.0020245999999999997,0.004202399999999999,0.0091939,560.8967883023404,824.7843136565798,2.0004841866235035,700.1694653182262,1.7379834254143647e+39
1213,202.4687,47.2117,1.5019000000000001e+37,7.8649e+35,2.3863e+36,2.5319e+35,1.5462,0.1819,0.006167499999999999,0.0019260999999999998,0.0038178000000000005,0.0086414,560.9009032738812,831.2642848742782,2.0086027400900193,703.0109590315068,2.074447513812155e+39
1214,202.4687,47.2122,2.7599e+37,1.4358e+36,3.1864e+36,3.7957e+35,1.0417,0.2374,0.0091469,0.0028708,0.0046538000000000005,0.012176000000000001,560.9043324168589,836.6642609308078,2.1915552322681098,767.0443312938385,3.812016574585636e+39
1215,202.4687,47.2128,2.8233000000000003e+37,1.4685e+36,3.4148e+36,4.8989e+35,1.1152,0.3076,0.010112000000000001,0.0031844,0.005591,0.013077000000000002,560.9084473884643,843.1442322503499,2.01654086013881,705.7893010485835,3.8995856353591164e+39
1216,202.4687,47.2133,2.0477e+37,1.0679e+36,1.9374e+36,4.2866e+35,0.7273,0.4753,0.009665,0.0029978,0.006877800000000001,0.01198,560.911876531497,848.5442083937953,1.6839940125977175,589.3979044092011,2.828314917127072e+39
1217,202.4687,47.2139,3.0234e+37,1.572e+36,1.9678e+36,3.8533e+35,0.1363,0.3635,0.017564,0.005169600000000001,0.010546999999999999,0.020654,560.9159915031701,855.0241798201976,1.8405465266534045,644.1912843286916,4.175966850828729e+39
1218,202.4687,47.2145,2.9251e+37,1.5213000000000002e+36,2.2886e+36,3.0856e+35,0.4271,0.2097,0.025266999999999998,0.0066746999999999996,0.010298,0.025919,560.9201064748815,861.5041513066188,1.45722347473476,510.028216157166,4.040193370165746e+39
1219,202.4687,47.215,1.1638e+37,6.1289e+35,1.2972000000000001e+36,1.6225e+35,0.9861,0.1965,0.020303,0.0046145000000000005,0.006104999999999999,0.016791999999999998,560.9235356180048,866.904127592144,1.2189231906189901,426.62311671664656,1.6074585635359118e+39
1220,202.4687,47.2317,5.1121e+37,2.6534000000000003e+36,4.2128e+36,5.5038e+35,0.509,0.1697,0.084757,0.018628,0.017536000000000003,0.06174299999999999,561.0380690174555,1047.2633656864907,1.4466566107189942,506.329813751648,7.060911602209945e+39
1221,202.4687,47.2322,2.0706000000000001e+37,1.0805000000000001e+36,2.4883000000000003e+36,2.3476e+35,1.105,0.139,0.038104,0.0077587,0.010979000000000001,0.028825,561.0414981618311,1052.6633439446537,1.0356523020910609,362.4783057318713,2.859944751381216e+39
1222,202.4678,47.1778,7.817400000000001e+36,4.1792e+35,9.5323e+35,4.2947e+35,1.128,1.0488,0.018312000000000002,0.0031173000000000004,0.004168,0.010947,567.2753094580693,465.1417970499392,1.8192279742063249,636.7297909722137,1.0797513812154696e+39
1223,202.4678,47.1783,9.2409e+36,4.9026e+35,6.6308e+35,4.5643e+35,0.2904,1.5301,0.018053,0.0028347,0.004937899999999999,0.011469,567.2786763752675,470.5417724202338,1.7439968319183912,610.398891171437,1.2763674033149172e+39
1224,202.4678,47.1789,9.3867e+36,4.9771e+35,1.2193000000000001e+36,4.1489e+35,1.2279,0.8902,0.016779,0.0024534,0.005215699999999999,0.011340000000000001,567.2827166759157,477.02174284192506,1.8375346874538907,643.1371406088617,1.2965055248618784e+39
1225,202.4678,47.185,8.959800000000001e+36,4.7591e+35,1.5953000000000002e+36,3.6605e+35,1.7261,0.4505,0.036255,0.0072021,0.0072624,0.020518,567.3237930650542,542.9014410895138,2.1600207154153828,756.007250395384,1.2375414364640885e+39
1226,202.4678,47.1856,8.0458e+36,4.2942e+35,1.9079000000000002e+36,3.8683e+35,2.1787,0.3012,0.034421,0.0063381,0.0080044,0.020002000000000002,567.3278333655937,549.3814113383954,2.162395102023179,756.8382857081126,1.1112983425414366e+39
1227,202.4678,47.1872,5.3166000000000004e+36,2.922e+35,1.4429e+36,7.4852e+35,2.3919,1.7205,0.020097,0.0044020000000000005,0.006176300000000001,0.013193999999999999,567.3386075003398,566.6613319726631,2.7106497142361654,948.7273999826579,7.343370165745857e+38
1228,202.4678,47.1878,5.7263e+36,3.1259e+35,2.2259000000000001e+36,9.185e+35,2.9595,0.8635,0.016064,0.0038121,0.0045758000000000005,0.010592,567.3426478009029,573.14130220351,2.963664754984125,1037.2826642444438,7.909254143646409e+38
1229,202.4678,47.1883,7.5764e+36,4.0557e+35,2.333e+36,1.0728000000000001e+36,2.5914,1.3506,0.013843000000000001,0.0031589,0.0035985999999999995,0.0091205,567.3460147180024,578.5412773945252,3.3584077406046693,1175.4427092116343,1.04646408839779e+39
1230,202.4678,47.1889,1.8422000000000001e+37,9.6167e+35,3.3371000000000004e+36,1.853e+36,1.7533,0.8118,0.017478,0.0034722999999999998,0.0042817,0.011637999999999999,567.3500550184555,585.0212476235246,4.3592220369717065,1525.7277129400973,2.544475138121547e+39
1231,202.4678,47.1895,2.1798e+37,1.1360000000000001e+36,5.2143e+36,2.1664e+36,2.1925,0.9727,0.016305,0.0027708999999999998,0.0041058,0.010974,567.3540953190137,591.5012178534636,4.954321607385124,1734.0125625847934,3.0107734806629836e+39
1232,202.4678,47.19,2.4483e+37,1.2747000000000001e+36,5.7247e+36,2.3547e+36,2.1565,1.0123,0.015544,0.0023423000000000003,0.0043394,0.010621,567.3574622360992,596.9011930468051,5.176299521392124,1811.7048324872435,3.3816298342541437e+39
1233,202.4678,47.1906,4.5983e+37,2.3865e+36,7.9238e+36,2.8658e+36,1.6744,0.7487,0.022681,0.003149,0.0059581,0.01564,567.3615025366619,603.3811632823359,6.538650648415223,2288.527726945328,6.351243093922652e+39
1234,202.4678,47.1911,5.1559e+37,2.6751e+36,1.0765e+37,3.8361e+36,1.9775,0.7365,0.023735,0.0030891,0.0060214,0.016397,567.3648694537158,608.7811384820291,7.859810044220624,2750.9335154772184,7.121408839779006e+39
1235,202.4679,47.1917,4.439e+37,2.3041e+36,1.0287e+37,5.0674000000000005e+36,2.1423,1.6157,0.020632,0.002552,0.005949,0.014405000000000001,566.6350017314595,615.2615667931971,8.638166499288339,3023.3582747509186,6.131215469613259e+39
1236,202.4679,47.1922,4.0184000000000004e+37,2.0865e+36,1.0403000000000001e+37,5.9769e+36,2.3173,0.7881,0.018706,0.0022855,0.0062997,0.013571000000000001,566.6383755624894,620.6615419992985,9.424410728328212,3298.543754914874,5.550276243093924e+39
1237,202.4679,47.1928,4.503800000000001e+37,2.3376e+36,1.2117e+37,6.7946e+36,2.3781,0.7495,0.019375,0.0025145,0.007087899999999999,0.015246000000000001,566.6424241597225,627.1415122545627,10.36030448593094,3626.1065700758286,6.2207182320442e+39
1238,202.4679,47.1933,5.637e+37,2.9240000000000004e+36,1.4914e+37,8.1156e+36,2.3517,2.45,0.020826,0.0030814,0.0087936,0.018718000000000002,566.6457979907818,632.5414874752969,11.829836399240875,4140.442739734306,7.785911602209946e+39
1239,202.4679,47.1939,5.7414e+37,2.9783000000000004e+36,1.7470000000000001e+37,1.0356000000000001e+37,2.5725,0.7878,0.018213,0.0030089,0.010337,0.018979,566.6498465880411,639.0214577505079,14.34462973540066,5020.620407390231,7.930110497237569e+39
1240,202.4679,47.1945,5.435800000000001e+37,2.8199e+36,2.1284e+37,1.2583e+37,2.9709,0.7659999999999999,0.015144999999999999,0.0023954999999999996,0.011559,0.017575999999999998,566.6538951853014,645.5014280383988,17.18920104147103,6016.22036451486,7.508011049723757e+39
1241,202.4679,47.195,6.6749e+37,3.4612e+36,2.6280000000000004e+37,1.4869e+37,2.9797,3.0494,0.016614,0.0021956999999999996,0.013884,0.020459,566.6572690163555,650.9014032892187,19.26475007222988,6742.662525280458,9.219475138121547e+39
1242,202.4679,47.1956,9.3112e+37,4.8263000000000003e+36,2.9421e+37,1.5667e+37,2.6321,1.6028,0.022349,0.0024655000000000002,0.017953,0.027729000000000004,566.6613176136341,657.3813736043129,19.075199365739422,6676.319778008798,1.2860773480662983e+40
1243,202.4679,47.1961,9.3548e+37,4.8487000000000005e+36,2.7631e+37,1.4321e+37,2.5256,1.4222,0.024604,0.0025128,0.018801,0.029766,566.6646914447151,662.7813488798224,17.28787700844039,6050.756952954136,1.2920994475138122e+40
1244,202.4679,47.1967,9.0613e+37,4.6968e+36,2.2695e+37,1.2365e+37,2.2651,2.2907,0.027326,0.0029979,0.017737,0.029786,566.6687400420237,669.2613192271856,14.856143209357915,5199.650123275271,1.251560773480663e+40
1245,202.4679,47.1972,8.764e+37,4.5428000000000005e+36,2.0305000000000002e+37,1.0639e+37,2.142,1.7719999999999998,0.029331,0.0039146,0.013699000000000001,0.027939999999999996,566.6721138731108,674.6612945311463,13.622382546109122,4767.8338911381925,1.2104972375690608e+40
1246,202.4679,47.1978,8.446e+37,4.3781e+36,2.1036e+37,9.6383e+36,2.2562,1.1027,0.02845,0.004576,0.010212,0.024261,566.6761624704329,681.1412649150417,13.240093986532345,4634.032895286321,1.1665745856353591e+40
1247,202.4679,47.1983,7.334000000000001e+37,3.8023000000000004e+36,2.0020000000000001e+37,8.7218e+36,2.401,0.9690000000000001,0.022965,0.0039394,0.008164,0.019049,566.6795363015501,686.541240251732,12.41288987323798,4344.511455633293,1.0129834254143647e+40
1248,202.4679,47.1989,6.4952000000000005e+37,3.3681e+36,1.6326e+37,7.1357e+36,2.2707,1.0079,0.018181,0.0031055,0.0064332999999999994,0.015618,566.6835848988987,693.0212106770821,10.594903801891727,3708.216330662104,8.971270718232046e+39
1249,202.4679,47.1995,5.6606e+37,2.936e+36,1.5801e+37,5.2698e+36,2.4364,0.6553,0.014474,0.0024474,0.004758,0.013063,566.6876334962619,699.5011811270647,9.7297506827591,3405.412738965685,7.818508287292819e+39
