ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Sigma_star,LBol
1492,202.4621,47.1895,8.3067e+36,4.4260000000000005e+35,1.683e+36,8.06e+35,1.9302,1.3935,0.010798,0.0028084,0.004868899999999999,0.009837,609.188587662482,591.476660381393,2.8181293565076584,986.3452747776804,1.1473342541436465e+39
1493,202.4621,47.19,1.6352e+37,8.5505e+35,2.3484e+36,1.0281000000000001e+36,1.3864,1.7093,0.014163999999999998,0.0033155999999999997,0.0055952,0.012647,609.1915604860013,596.8766358219126,3.1934168900223883,1117.695911507836,2.2585635359116022e+39
1494,202.4621,47.1906,2.2643e+37,1.1796000000000001e+36,3.4344e+36,1.2723e+36,1.4728,0.8713,0.015898,0.0034418,0.0060271000000000005,0.014062,609.1951278741512,603.3566063538003,3.7350461833077477,1307.2661641577117,3.127486187845304e+39
1495,202.4621,47.1911,1.9719000000000002e+37,1.0286e+36,2.8566e+36,1.5135000000000002e+36,1.4003,1.4421,0.013118000000000001,0.002734,0.0058425,0.011567000000000001,609.1981006977027,608.7565818008294,3.774692329478656,1321.1423153175294,2.723618784530387e+39
1496,202.4621,47.1917,2.4015e+37,1.2504000000000001e+36,2.2934e+36,1.9455000000000002e+36,0.7419,1.6423,0.013721,0.0028164,0.0056973,0.012048,609.2016680859161,615.2365523429984,4.2785755226182784,1497.5014329163976,3.316988950276243e+39
1497,202.4621,47.1933,2.738e+37,1.4243e+36,4.8195e+36,2.7947000000000004e+36,1.7079,0.8536,0.012503,0.0022781999999999998,0.0048561,0.010523999999999999,609.2111811212061,632.5164738299411,5.315916302223847,1860.5707057783466,3.781767955801105e+39
1498,202.4621,47.1939,2.6698e+37,1.3891000000000002e+36,5.888700000000001e+36,2.6857e+36,2.0644,1.1208,0.011933,0.0020567,0.004438,0.009818299999999999,609.2147485092871,638.9964444067567,5.6136643713189125,1964.7825299616193,3.687569060773481e+39
1499,202.4621,47.1945,2.6627e+37,1.3853e+36,5.7381e+36,2.861e+36,2.0276,1.4391,0.011758,0.0018987000000000001,0.0044076,0.009389299999999998,609.2183158975795,645.4764149965392,5.649179776290072,1977.2129217015254,3.6777624309392265e+39
1500,202.4621,47.195,2.6407000000000003e+37,1.374e+36,5.3473e+36,2.9588e+36,1.9292,1.5889,0.011654000000000001,0.0017629000000000002,0.0042351,0.0090603,609.2212887212015,650.8763904990993,5.794698530993445,2028.1444858477057,3.6473756906077355e+39
1501,202.4621,47.1956,2.2742e+37,1.1846000000000001e+36,6.0258e+36,3.0619000000000003e+36,2.354,1.5052,0.010457,0.0015206,0.0035733000000000006,0.00805,609.2248561093578,657.3563611159148,5.984645764878893,2094.6260177076124,3.1411602209944755e+39
1502,202.4621,47.1961,2.1913e+37,1.1419000000000001e+36,7.2164e+36,3.0573e+36,2.6975,0.8852,0.009958,0.0014615000000000001,0.0034066,0.0078518,609.2278289328901,662.7563366428143,6.276074460553987,2196.6260611938956,3.026657458563536e+39
1503,202.4621,47.1967,2.269e+37,1.182e+36,7.3364e+36,3.0204000000000003e+36,2.6685,0.9033,0.0095669,0.0014832,0.0036171,0.0079231,609.231396321151,669.2363072918582,6.326813611555106,2214.384764044287,3.1339779005524866e+39
1504,202.4621,47.1972,2.9122e+37,1.5142000000000002e+36,6.5743e+36,3.2470000000000004e+36,2.101,1.3228,0.0103,0.0017071999999999999,0.0042897,0.009000399999999999,609.2343691447385,674.6362828474759,6.7231392729540005,2353.0987455339,4.022375690607735e+39
1505,202.4621,47.1978,3.0469000000000004e+37,1.5839000000000002e+36,6.3741e+36,3.0904e+36,1.9807,1.1933,0.009470600000000001,0.0016262999999999998,0.0037453000000000005,0.0084376,609.2379365329775,681.1162535331267,6.263145514827385,2192.1009301895847,4.2084254143646415e+39
1506,202.4621,47.1983,4.3309e+37,2.2478000000000002e+36,7.9786e+36,2.467e+36,1.7799,0.5954,0.011184999999999999,0.0018739999999999998,0.0035397,0.0097773,609.2409093564961,686.5162291211452,6.166929304475922,2158.425256566573,5.981906077348067e+39
1507,202.4621,47.1989,8.075000000000001e+37,4.1862000000000005e+36,1.2379e+37,2.6279000000000002e+36,1.4896,0.3801,0.017805,0.0027524,0.0043497,0.015469,609.2444767448785,692.9961998484738,8.00916315461262,2803.2071041144172,1.1153314917127074e+40
1508,202.4621,47.1995,6.9892e+37,3.6239e+36,1.3692e+37,2.5740000000000002e+36,1.8769,0.3145,0.016102,0.0022248000000000003,0.0038803000000000006,0.014096000000000001,609.2480441331965,699.4761706003163,8.04215132732944,2814.752964565304,9.653591160220995e+39
1509,202.4621,47.2,3.8169000000000003e+37,1.9817e+36,9.3723e+36,2.3868000000000002e+36,2.2338,0.4415,0.011118000000000001,0.0013735,0.0038771,0.010426999999999999,609.2510169568059,704.8761462466638,6.316457365810344,2210.76007803362,5.271961325966851e+39
1510,202.4621,47.2006,1.8067000000000002e+37,9.4301e+35,4.453e+36,1.7100000000000002e+36,2.2397,0.7321,0.008292399999999998,0.00094232,0.0052481,0.0085969,609.2545843451859,711.3561170475223,3.8911440698671584,1361.9004244535054,2.4954419889502766e+39
1511,202.4621,47.2011,1.0214e+37,5.3968e+35,2.332e+36,1.0812000000000001e+36,2.1188,0.9857,0.0082648,0.00090615,0.0069232,0.009390299999999999,609.257557168846,716.7560927366899,3.048958431533741,1067.1354510368094,1.4107734806629836e+39
1512,202.4621,47.2017,5.0579000000000004e+36,2.7921e+35,1.2105000000000001e+36,7.3669e+35,2.1932,1.3156,0.0091056,0.0010105000000000001,0.008485,0.010667,609.2611245571725,723.2360635909969,2.50214026964938,875.749094377283,6.986049723756906e+38
1513,202.4621,47.2022,4.4455000000000004e+36,2.4921e+35,7.8924e+35,6.4531e+35,1.7215,1.594,0.012823,0.0014604000000000002,0.010190000000000001,0.013007,609.264097380806,728.6360393266895,2.300662364464252,805.2318275624882,6.140193370165747e+38
1514,202.4621,47.2028,4.4907e+36,2.5142e+35,1.1545e+36,5.2002e+35,2.3063,1.4938,0.018518,0.0021122,0.008049500000000001,0.014834,609.2676647692749,735.1160102398075,2.203881528547456,771.3585349916096,6.2026243093922654e+38
1515,202.4621,47.2117,1.114e+37,5.8725e+35,3.6974e+36,2.4431e+35,2.7099,0.0823,0.010976999999999999,0.0025802,0.003081,0.009781999999999999,609.3205810332945,831.2355835304602,2.3835257904840135,834.2340266694047,1.5386740331491714e+39
1516,202.4621,47.2122,1.6781e+37,8.773000000000001e+35,3.3828000000000004e+36,3.4016e+35,1.9221,0.1702,0.013881000000000001,0.0027351999999999997,0.0045401,0.012689,609.3235538572901,836.635559873562,2.1101339218901303,738.5468726615456,2.317817679558011e+39
1517,202.4621,47.2128,1.7348000000000002e+37,9.0651e+35,2.6674000000000003e+36,2.7663e+35,1.4944,0.1909,0.015583000000000001,0.0027251,0.006046899999999999,0.014591999999999999,609.3271212461284,843.1155315369341,1.7563913313420465,614.7369659697163,2.3961325966850833e+39
1518,202.4613,47.1561,2.8135e+37,1.4635e+36,2.0692e+36,3.2119e+35,0.3293,0.2875,0.045085,0.011043,0.007206100000000001,0.028689,614.8652056959936,230.75505923767082,1.2391980551543655,433.7193193040279,3.886049723756906e+39
1519,202.4613,47.1567,3.0850000000000003e+37,1.6039000000000002e+36,4.1885e+36,4.252e+35,1.2978,0.1338,0.04577,0.009019899999999999,0.0056532,0.026593000000000002,614.868706711648,237.23503183700862,1.673475349391311,585.7163722869589,4.261049723756907e+39
1520,202.4613,47.1622,2.0757000000000002e+37,1.0824000000000001e+36,2.7526e+36,2.3606e+35,1.2605,0.1456,0.026963,0.006229,0.0045976,0.01659,614.9007993531594,296.63477733647625,1.4104822466315048,493.6687863210267,2.8669889502762436e+39
1521,202.4613,47.1628,1.8834000000000002e+37,9.8313e+35,2.8797000000000004e+36,2.3437e+35,1.4854,0.1314,0.024171,0.0050934,0.0041935,0.014183000000000001,614.9043003684511,303.1147492364581,1.443201551515126,505.1205430302941,2.6013812154696134e+39
1522,202.4613,47.1633,1.1987e+37,6.3075e+35,2.4597000000000002e+36,2.2029e+35,1.9501,0.1478,0.018455000000000003,0.0036553000000000006,0.0037076,0.010687,614.9072178811598,308.5147257731634,1.3854613815127452,484.91148352946084,1.6556629834254143e+39
1523,202.4613,47.1728,1.5041e+37,7.8765e+35,1.2348000000000001e+36,1.1278e+35,0.503,0.1374,0.05849,0.009105,0.008791,0.035936,614.9626506185235,411.114273038173,1.1275732769673978,394.65064693858926,2.0774861878453038e+39
1524,202.4613,47.1733,1.0352000000000001e+37,5.4698e+35,1.1926e+36,1.3458e+35,1.0382,0.1561,0.047345,0.0065769999999999995,0.009148700000000001,0.03199,614.9655681308583,416.5142489024784,1.060310565662128,371.10869798174474,1.4298342541436465e+39
1525,202.4613,47.1772,9.130500000000001e+36,4.8462e+35,9.158e+35,2.9149e+35,0.8194,0.7194,0.030704000000000002,0.0053627,0.007723999999999999,0.017862,614.98832472653,458.63405985113576,1.3676395336821798,478.67383678876297,1.2611187845303869e+39
1526,202.4613,47.1778,1.4242e+37,7.4656e+35,1.4135e+36,3.5433e+35,0.8028,0.452,0.035773,0.005584899999999999,0.0069771,0.020250999999999998,614.9918257412426,465.1140306562325,1.653075753987074,578.5765138954758,1.9671270718232045e+39
1527,202.4613,47.1783,1.6623000000000002e+37,8.6918e+35,1.6094e+36,4.1581e+35,0.7636,0.4546,0.037331,0.0054340000000000005,0.0067509,0.020850999999999998,614.9947432534052,470.51400630789317,1.6960394972244468,593.6138240285563,2.2959944751381217e+39
1528,202.4613,47.1789,1.0498e+37,5.5447e+35,1.2492e+36,3.4433e+35,1.0893,0.5486,0.027277999999999997,0.0039605,0.0050353,0.014967,614.9982442681109,476.9939770674568,1.625105048293632,568.7867669027712,1.45e+39
1529,202.4613,47.18,8.8506e+36,4.7036e+35,8.8842e+35,4.1155e+35,0.8207,1.5433,0.026869999999999998,0.0046191,0.0055312,0.014131,615.0046627948947,488.8739234026349,1.6728139237505557,585.4848733126945,1.2224585635359117e+39
1530,202.4613,47.1806,9.524700000000001e+36,5.047e+35,8.0553e+35,4.3107e+35,0.55,1.3458,0.029960000000000004,0.0055863,0.0061652,0.015478,615.008163809547,495.35389410157904,1.5838184502158297,554.3364575755404,1.3155662983425415e+39
1531,202.4613,47.1861,1.0212000000000001e+37,5.3973e+35,3.9169e+36,2.9408e+35,2.9384,0.0959,0.017068,0.0037005000000000002,0.0033836999999999995,0.011348,615.0402564430942,554.7536248194674,2.390976615772341,836.8418155203193,1.410497237569061e+39
1532,202.4613,47.19,1.0361e+37,5.4730000000000006e+35,3.0145e+36,8.2832e+35,2.5018,0.5038,0.0089841,0.0024598000000000003,0.004089199999999999,0.0087975,615.0630130376308,596.8734335212756,3.2942628701973216,1152.9920045690626,1.4310773480662983e+39
1533,202.4613,47.1906,1.7312e+37,9.0446e+35,3.3551e+36,1.4891e+36,1.86,1.3726,0.01107,0.0028004,0.0053141,0.01087,615.0665140523253,603.353404094502,4.091220860365182,1431.9273011278135,2.3911602209944752e+39
1534,202.4613,47.1911,1.9838000000000002e+37,1.0348e+36,3.1162000000000003e+36,1.7338e+36,1.528,1.0682,0.011053,0.0026524,0.0062681,0.010834,615.0694315640874,608.7533795756988,3.933923392192792,1376.8731872674773,2.740055248618785e+39
1535,202.4613,47.1917,2.2513e+37,1.1728e+36,2.6016000000000003e+36,1.7007000000000002e+36,1.0432,1.0484,0.011095,0.0025556,0.0056763000000000004,0.010675,615.072932578747,615.2333501591604,3.9798381829924185,1392.9433640473464,3.1095303867403316e+39
1536,202.4613,47.1933,2.3969e+37,1.2482000000000001e+36,5.0235e+36,2.2243e+36,1.9836,1.1863,0.010042,0.001906,0.003737,0.0085854,615.0822686175842,632.5132717559471,4.937816808383134,1728.235882934097,3.310635359116022e+39
1537,202.4613,47.1939,2.3286000000000003e+37,1.2128e+36,6.242e+36,2.3576e+36,2.3723,0.7823,0.009749899999999999,0.0017500999999999997,0.0032048000000000003,0.008015699999999999,615.0857696322107,638.9932423742399,5.378897841423174,1882.614244498111,3.216298342541437e+39
1538,202.4613,47.1945,2.6648e+37,1.3865e+36,7.160000000000001e+36,2.278e+36,2.3761,0.6123,0.010787,0.0018279,0.0032251,0.008526299999999999,615.0892706467138,645.4732130051177,5.6859579555227455,1990.0852844329609,3.680662983425414e+39
1539,202.4613,47.195,2.8393000000000003e+37,1.4767000000000002e+36,7.6708e+36,2.3318000000000003e+36,2.3847,0.5744,0.011447,0.0018333,0.0033200000000000005,0.008784100000000001,615.0921881588731,650.8731885418846,5.944959968689046,2080.7359890411662,3.9216850828729284e+39
1540,202.4613,47.1956,2.9810000000000003e+37,1.55e+36,7.8191e+36,2.492e+36,2.338,0.599,0.01198,0.0018578,0.003554,0.009146099999999999,615.0956891734551,657.3531592000381,5.953703789835923,2083.796326442573,4.117403314917128e+39
1541,202.4613,47.1961,2.7095e+37,1.4096e+36,7.2805e+36,2.4588e+36,2.3761,0.6885,0.011,0.0017244,0.0036395000000000004,0.008692,615.0986066856283,662.7531347613377,5.7444460838365945,2010.5561293428082,3.742403314917127e+39
1542,202.4613,47.1967,2.3863000000000004e+37,1.2426e+36,5.852200000000001e+36,2.478e+36,2.2318,1.0175,0.009535799999999999,0.0015655999999999999,0.0037665,0.007928699999999999,615.1021077002139,669.2331054516072,5.522194345492562,1932.7680209223968,3.2959944751381224e+39
1543,202.4613,47.1972,2.3340000000000002e+37,1.2153e+36,5.016e+36,2.6509000000000003e+36,2.0233,0.9044,0.0086325,0.0014805999999999999,0.0038144,0.007506699999999999,615.1050252123966,674.6330810415437,5.755218443748705,2014.3264553120466,3.2237569060773486e+39
1544,202.4613,47.1978,2.3962e+37,1.2476e+36,6.7706e+36,2.5059e+36,2.4556,0.7359,0.008020399999999999,0.0013719000000000001,0.0029816,0.0070002,615.1085262271365,681.1130517686843,5.811064446245261,2033.8725561858414,3.3096685082872925e+39
1545,202.4613,47.1983,3.8109e+37,1.9791000000000002e+36,9.0278e+36,1.9307e+36,2.1771,0.4088,0.010494,0.0016715999999999996,0.0029121,0.008976600000000001,615.1114437391913,686.5130273909364,6.127638263400002,2144.673392190001,5.2636740331491716e+39
1546,202.4613,47.1989,6.5906e+37,3.4176e+36,1.4356e+37,2.2153000000000002e+36,2.0445,0.2312,0.016104,0.0022722,0.0038082,0.013788,615.1149447538148,692.992998159297,7.517248985946,2631.0371450811,9.103038674033149e+39
1547,202.4613,47.1995,4.3997e+37,2.2835000000000002e+36,1.1847e+37,1.9469000000000002e+36,2.3794,0.2815,0.012342,0.0015244000000000002,0.0033171,0.010776,615.1184457685539,699.4729689525333,6.36592443294798,2228.073551531793,6.076933701657459e+39
1548,202.4613,47.2,1.8806000000000002e+37,9.8091e+35,7.3706e+36,1.4758e+36,2.9724,0.3418,0.0079837,0.00088709,0.0030725,0.0075512,615.1213632808402,704.8729446333913,4.905851285564144,1717.0479499474504,2.5975138121546966e+39
1549,202.4613,47.2006,8.3951e+36,4.4667e+35,3.9210000000000004e+36,1.1046000000000001e+36,3.2495,0.5298,0.006839399999999999,0.00072108,0.0040405,0.0071263,615.1248642954628,711.352915475268,3.3466957902488543,1171.343526587099,1.1595441988950277e+39
1550,202.4613,47.2011,4.9412e+36,2.7360000000000002e+35,1.9815000000000002e+36,9.1399e+35,3.0086,1.2167,0.007897800000000002,0.00084447,0.0061324,0.0088866,615.1277818077198,716.7528911987113,2.8438764544951285,995.3567590732949,6.82486187845304e+38
1551,202.4613,47.2017,4.3277000000000005e+36,2.4356e+35,9.1786e+35,7.8732e+35,2.0024,1.7374,0.0111,0.0012736,0.010008,0.012362999999999999,615.1312828224967,723.2328620945482,2.4054242967570527,841.8985038649685,5.9774861878453045e+38
1552,202.4613,47.2022,4.956e+36,2.7411e+35,8.4741e+35,6.3798e+35,1.662,1.598,0.017039,0.0020944,0.011899,0.015728,615.1342003347112,728.6328378645319,2.2483923732963023,786.9373306537058,6.845303867403315e+38
1553,202.4613,47.2028,3.9826e+36,2.2687e+35,1.1593e+36,5.16e+35,2.5026,1.1205,0.022878,0.0028339000000000003,0.010081999999999999,0.016418000000000002,615.1377013494396,735.112808818629,2.1237549737310832,743.3142408058791,5.500828729281768e+38
1554,202.4613,47.2117,1.5584000000000002e+37,8.1561e+35,2.6784e+36,3.399e+35,1.6702,0.2065,0.014700999999999999,0.0030503,0.004772600000000001,0.012883000000000002,615.1896330708016,831.2323827211043,2.4498698407863664,857.4544442752282,2.152486187845304e+39
1555,202.4613,47.2122,3.0341e+37,1.5776e+36,3.6949e+36,5.8528e+35,1.1259,0.28800000000000003,0.023742,0.0041409,0.007717399999999999,0.020891,615.1925505833893,836.6323590984995,2.5742490107834683,900.9871537742139,4.1907458563535917e+39
1556,202.4613,47.2128,3.1622000000000003e+37,1.6438e+36,4.6753e+36,5.3637e+35,1.4324,0.1573,0.027223,0.0042222,0.008241,0.023849000000000002,615.1960515985321,843.1123308029618,2.4449809852270223,855.7433448294578,4.36767955801105e+39
1557,202.4613,47.2322,3.6365e+37,1.89e+36,3.6783e+36,3.1621e+35,0.8327,0.1025,0.055741,0.014005000000000002,0.012536,0.038323,615.3092511095704,1052.6314549465185,1.1017086793243882,385.5980377635359,5.022790055248619e+39
1558,202.4605,47.1556,1.3798e+37,7.2373e+35,1.0985000000000001e+36,2.4315e+35,0.4546,0.4271,0.027145999999999997,0.0071416,0.005220600000000001,0.017381,620.7375462002964,225.3519374957792,1.0101836674180735,353.5642835963257,1.9058011049723757e+39
1559,202.4605,47.1561,3.0338e+37,1.5775e+36,2.2209000000000001e+36,2.0956e+35,0.3219,0.157,0.043818,0.0089263,0.0055964,0.025975,620.7404084019432,230.7519147549032,1.4929669318101697,522.5384261335594,4.1903314917127074e+39
1560,202.4605,47.1567,3.1797e+37,1.6528000000000002e+36,3.8212e+36,2.9703e+35,1.105,0.0904,0.043525,0.0072164,0.005090399999999999,0.024455,620.7438430439297,237.2318873952944,1.87122555524047,654.9289443341645,4.391850828729282e+39
1561,202.4605,47.1572,1.2934000000000002e+37,6.7933e+35,2.1958e+36,1.587e+35,1.6508,0.0967,0.022548,0.0033295,0.0037771999999999997,0.012995,620.7467052455219,242.6318645382019,1.1998336525717674,419.9417784001186,1.7864640883977902e+39
1562,202.4605,47.1617,4.606900000000001e+37,2.3912e+36,4.6253e+36,5.3612e+35,0.821,0.1637,0.055584,0.012003,0.007926899999999999,0.037054000000000004,620.7724650587226,291.2316566066772,2.3089591504961544,808.135702673654,6.363121546961328e+39
1563,202.4605,47.1622,4.9677e+37,2.5779000000000002e+36,6.0741e+36,7.7834e+35,1.1323,0.2029,0.051872,0.009657299999999999,0.007331300000000001,0.032351,620.7753272601061,296.63163327172697,2.326896999789207,814.4139499262225,6.86146408839779e+39
1564,202.4605,47.1628,4.1059000000000003e+37,2.1320000000000002e+36,6.2108e+36,5.8717e+35,1.4684,0.1267,0.04212,0.007037999999999999,0.0056816,0.024847,620.778761901657,303.1116052131957,2.4303168117417018,850.6108841095956,5.671132596685084e+39
1565,202.4605,47.1633,2.3709e+37,1.2348000000000001e+36,5.2912e+36,4.6103e+35,2.0828,0.1201,0.02798,0.0043909,0.0041636,0.016275,620.7816241029693,308.5115817841888,2.3528331734069456,823.491610692431,3.274723756906078e+39
1566,202.4605,47.1639,1.1230000000000001e+37,5.9194e+35,3.3693000000000004e+36,4.7171e+35,2.5502,0.2416,0.018506,0.0028449,0.0034423,0.010898,620.7850587444858,314.9915536149914,1.8937978596150715,662.8292508652751,1.5511049723756908e+39
1567,202.4605,47.1778,1.1306e+37,5.9579e+35,6.7859e+35,2.161e+35,0.0083,0.8077,0.03365,0.005639,0.009946,0.019986,620.8646279328051,465.1108876612881,1.257958529150431,440.2854852026508,1.5616022099447515e+39
1568,202.4605,47.1783,1.4991000000000002e+37,7.8508e+35,1.2191000000000001e+36,4.1383e+35,0.4881,0.8855,0.036862,0.0056036,0.009215600000000001,0.021273,620.8674901336137,470.51086334718514,1.5053906620059363,526.8867317020777,2.070580110497238e+39
1569,202.4605,47.1789,1.2587e+37,6.615e+35,1.5052000000000002e+36,4.9703e+35,1.0972,0.7122,0.031485,0.0045875,0.0068995,0.017458,620.8709247744932,476.99083414816846,1.6435381767711357,575.2383618698975,1.7385359116022098e+39
1570,202.4605,47.1795,1.0551e+37,5.5717e+35,1.2631000000000001e+36,4.4991e+35,1.0989,0.8238,0.028301,0.0042036,0.0057872,0.015021000000000001,620.8743594155318,483.4708049263511,1.6702951373705366,584.6032980796878,1.4573204419889504e+39
1571,202.4605,47.18,1.3267000000000002e+37,6.9647e+35,1.5088000000000002e+36,4.9541e+35,1.0178,0.6312,0.033933,0.0053185,0.006510600000000001,0.017245,620.8772216163387,488.87078055856836,1.8200252169113715,637.00882591898,1.832458563535912e+39
1572,202.4605,47.1806,1.6649000000000002e+37,8.7049e+35,1.8651000000000002e+36,5.0206e+35,0.9940000000000001,0.4635,0.042089,0.0068267,0.0068926000000000005,0.020662,620.8806562573028,495.3507512987069,1.8053655917027058,631.8779570959471,2.2995856353591164e+39
1573,202.4605,47.1811,1.6887e+37,8.8274e+35,1.9802e+36,4.3984e+35,1.0663,0.4356,0.046032,0.0074098,0.0073734,0.022246000000000002,620.8835184581914,500.75072690117736,1.7730956315926107,620.5834710574138,2.3324585635359117e+39
1574,202.4605,47.1856,1.3536e+37,7.1022e+35,2.7212e+36,3.7423e+35,1.9177,0.2352,0.023235,0.004522600000000001,0.004326,0.015316999999999999,620.9092782648944,549.3505068756098,2.4063567300862707,842.2248555301948,1.8696132596685083e+39
1575,202.4605,47.1861,1.6695e+37,8.7282e+35,4.4590000000000003e+36,4.6508e+35,2.3665,0.1416,0.02284,0.0042611,0.0043715,0.015856,620.9121404656001,554.750482393619,2.583684940951679,904.2897293330877,2.305939226519337e+39
1576,202.4605,47.1867,1.152e+37,6.0675e+35,3.0659e+36,4.3151e+35,2.3609999999999998,0.2802,0.015774,0.0029708,0.0038777,0.011911,620.915575106482,561.2304530100615,2.3529033331655564,823.5161666079448,1.591160220994475e+39
1577,202.4605,47.1872,1.2851e+37,6.7505e+35,3.0738e+36,4.5084e+35,2.1923,0.27699999999999997,0.01485,0.0030291999999999997,0.0045958,0.012443000000000001,620.9184373074121,566.6304285203703,2.519967498621131,881.9886245173958,1.7750000000000002e+39
1578,202.4605,47.1878,1.3862e+37,7.2689e+35,3.4524e+36,5.7474e+35,2.2563,0.2924,0.013691,0.0031831999999999997,0.0054262,0.012657,620.9218719483188,573.1103991301968,2.49268817103527,872.4408598623446,1.9146408839779006e+39
1579,202.4605,47.1883,1.0688e+37,5.6411e+35,2.9524e+36,5.3098e+35,2.4198,0.3584,0.010351,0.0027335000000000003,0.0045738,0.010154,620.9247341488543,578.5103746369672,2.4421613986906974,854.756489541744,1.476243093922652e+39
1580,202.4605,47.1895,7.458800000000001e+36,3.9965e+35,2.2407e+36,6.1054e+35,2.5524,0.6405,0.0068654,0.0019659000000000005,0.0033299,0.0069481000000000005,620.9316034306428,591.4703158536762,2.6812415387946933,938.4345385781427,1.0302209944751382e+39
1581,202.4605,47.19,1.0792e+37,5.694e+35,3.5392e+36,5.9167e+35,2.6909,0.3049,0.0074933000000000005,0.0020628,0.0032641,0.007573100000000001,620.9344656313813,596.870291362785,3.129033279211594,1095.161647724058,1.49060773480663e+39
1582,202.4605,47.1906,1.2255000000000002e+37,6.4436e+35,4.3028e+36,7.6197e+35,2.7987,0.3086,0.0073393,0.0019143,0.0031894000000000002,0.007440100000000001,620.9379002722646,603.3502619770916,3.5921788742436997,1257.2626059852948,1.69267955801105e+39
1583,202.4605,47.1911,1.4221e+37,7.4541e+35,4.5177000000000004e+36,9.6402e+35,2.6406,0.3603,0.007368899999999999,0.0018327000000000003,0.0035781999999999997,0.007461,620.9407624729762,608.7502374927133,3.712042785714937,1299.214975000228,1.9642265193370168e+39
1584,202.4605,47.1917,1.7224e+37,8.9985e+35,4.5421000000000005e+36,1.1249e+36,2.3465,0.4216,0.0077452,0.0018253,0.0035256999999999997,0.007714,620.9441971137097,615.2302081171451,3.829555083391488,1340.344279187021,2.3790055248618788e+39
1585,202.4605,47.1922,2.8295e+37,1.4716e+36,5.8471e+36,1.1977000000000001e+36,1.9613,0.3797,0.010445999999999999,0.0022738000000000003,0.0037512,0.010047,620.9470593146002,620.6301836434696,4.20685199562469,1472.3981984686413,3.908149171270718e+39
1586,202.4605,47.1928,3.7965000000000004e+37,1.9717e+36,8.3398e+36,1.7425000000000002e+36,2.0579,0.3741,0.012768,0.0025338,0.004155300000000001,0.011777,620.9504939554813,627.1101542830268,5.00164039915643,1750.5741397047505,5.243784530386741e+39
1587,202.4605,47.1933,2.6891e+37,1.399e+36,7.9635e+36,1.6664000000000002e+36,2.5297,0.3649,0.0097109,0.0017827000000000001,0.0030954999999999997,0.0085493,620.953356156218,632.5101298237006,5.010975705056305,1753.8414967697067,3.714226519337017e+39
1588,202.4605,47.1939,2.5664e+37,1.3357e+36,7.41e+36,1.4762e+36,2.4897,0.3522,0.009494200000000001,0.0016436,0.0028366,0.007975,620.9567907971963,638.9901004831107,5.088074264132798,1780.8259924464794,3.5447513812154695e+39
1589,202.4605,47.1945,3.626e+37,1.8836000000000002e+36,8.1581e+36,1.8575e+36,2.0956,0.4064,0.012655,0.0020800999999999997,0.0035462,0.010154999999999999,620.9602254381164,645.4700711551948,5.478278402490626,1917.3974408717193,5.00828729281768e+39
1590,202.4605,47.195,3.7110000000000003e+37,1.9276000000000002e+36,7.664800000000001e+36,1.9687000000000002e+36,1.9605,0.4802,0.013271999999999999,0.0020840999999999998,0.0037833,0.010304,620.9630876387073,650.870046726016,5.427097580016037,1899.4841530056128,5.125690607734807e+39
1591,202.4605,47.1956,3.7602000000000003e+37,1.9529e+36,6.6087e+36,1.9583000000000002e+36,1.7055,0.6029,0.013721,0.0021111999999999997,0.0042295,0.010584,620.966522279737,657.350017425481,5.245639638161788,1835.9738733566257,5.193646408839779e+39
1592,202.4605,47.1961,3.4437000000000004e+37,1.7893000000000002e+36,7.1383e+36,2.0597e+36,1.9661,0.5359,0.01278,0.0020025999999999998,0.004226,0.010152,620.9693844805472,662.7499930210756,5.272843549129597,1845.495242195359,4.756491712707183e+39
1593,202.4605,47.1967,2.7108000000000003e+37,1.4102000000000002e+36,6.4938e+36,1.9948000000000002e+36,2.1947,0.6013,0.010291,0.0016762999999999997,0.0035732,0.0084661,620.972819121484,669.2299637524821,5.046394932924672,1766.2382265236351,3.744198895027625e+39
1594,202.4605,47.1972,1.9349e+37,1.0094e+36,6.4674e+36,1.8352e+36,2.7209,0.5245,0.0076762,0.0012692,0.0026766,0.006498899999999999,620.9756813222036,674.6299393765637,5.284707332958216,1849.6475665353755,2.6725138121546962e+39
1595,202.4605,47.1978,2.1397e+37,1.1151000000000001e+36,7.8056e+36,1.7572000000000002e+36,2.8591,0.3981,0.0077289,0.0012262,0.0023822,0.0065524,620.9791159632437,681.1099101447613,5.524057497177344,1933.4201240120703,2.9553867403314916e+39
1596,202.4605,47.1983,3.0005000000000003e+37,1.5599000000000002e+36,8.5893e+36,1.8944000000000002e+36,2.4762,0.4327,0.0095207,0.0013655,0.0027584,0.008111199999999999,620.9819781640592,686.5098858015588,5.983105276722587,2094.0868468529056,4.144337016574586e+39
1597,202.4605,47.1989,3.247e+37,1.6873e+36,8.7044e+36,1.9530000000000002e+36,2.3724,0.4209,0.01038,0.0012999,0.0034027000000000003,0.00908,620.9854128051282,692.989856611282,5.613711099189406,1964.7988847162922,4.484806629834254e+39
